∞Ì∞¥ID,≥Ø¬•,«‡µø
C_178,2020-04-16,A7
C_178,2020-05-27,A1
C_178,2020-06-20,A1
C_179,2020-01-08,A3
C_179,2020-01-18,A6
C_179,2020-01-29,A7
C_179,2020-02-03,A5
C_179,2020-02-12,A6
C_179,2020-02-26,A2
C_179,2020-03-02,A3
C_179,2020-03-08,A2
C_179,2020-03-15,A6
C_179,2020-03-21,A1
C_179,2020-04-05,A6
C_179,2020-05-11,A5
C_179,2020-06-08,A7
C_179,2020-06-17,A3
C_179,2020-06-21,A7
C_180,2020-01-01,A3
C_180,2020-01-15,A5
C_180,2020-01-30,A5
C_180,2020-03-05,A5
C_180,2020-03-08,A6
C_180,2020-03-09,A1
C_180,2020-03-14,A7
C_180,2020-04-16,A3
C_180,2020-05-03,A3
C_180,2020-05-08,A7
C_180,2020-05-12,A1
C_180,2020-05-17,A7
C_180,2020-05-26,A1
C_180,2020-05-30,A5
C_180,2020-06-19,A6
C_180,2020-06-21,A5
C_181,2020-01-29,A2
C_181,2020-02-14,A4
C_181,2020-02-19,A1
C_181,2020-03-03,A3
C_181,2020-03-09,A5
C_181,2020-03-10,A2
C_181,2020-03-14,A1
C_181,2020-03-17,A3
C_181,2020-04-07,A2
C_181,2020-04-12,A6
C_181,2020-04-29,A6
C_181,2020-05-03,A4
C_181,2020-06-02,A3
C_181,2020-06-15,A3
C_182,2020-01-11,A6
C_182,2020-01-15,A4
C_182,2020-01-17,A3
C_182,2020-01-29,A7
C_182,2020-02-13,A5
C_182,2020-02-23,A5
C_182,2020-02-27,A6
C_182,2020-03-17,A6
C_182,2020-03-29,A7
C_182,2020-04-13,A1
C_182,2020-04-17,A7
C_182,2020-04-18,A6
C_182,2020-04-24,A4
C_182,2020-05-09,A1
C_182,2020-05-11,A3
C_182,2020-05-26,A5
C_182,2020-06-04,A4
C_183,2020-01-02,A2
C_183,2020-01-03,A3
C_183,2020-02-06,A1
C_183,2020-02-08,A6
C_183,2020-02-20,A2
C_183,2020-02-21,A6
C_183,2020-02-26,A1
C_183,2020-03-02,A6
C_183,2020-03-07,A6
C_183,2020-03-18,A5
C_183,2020-04-03,A5
C_183,2020-04-09,A1
C_183,2020-05-18,A4
C_183,2020-05-20,A3
C_183,2020-05-24,A4
C_183,2020-06-02,A3
C_183,2020-06-04,A4
C_183,2020-06-15,A7
C_184,2020-01-08,A6
C_184,2020-01-17,A6
C_184,2020-01-31,A4
C_184,2020-02-03,A3
C_184,2020-02-09,A3
C_184,2020-03-10,A7
C_184,2020-03-11,A3
C_184,2020-03-12,A7
C_184,2020-03-27,A6
C_184,2020-04-08,A6
C_184,2020-05-28,A4
C_184,2020-05-31,A3
C_185,2020-01-03,A5
C_185,2020-01-04,A5
C_185,2020-01-18,A3
C_185,2020-01-22,A4
C_185,2020-02-14,A6
C_185,2020-02-19,A3
C_185,2020-02-23,A2
C_185,2020-02-24,A1
C_185,2020-03-17,A5
C_185,2020-03-19,A5
C_185,2020-03-30,A4
C_185,2020-04-04,A1
C_185,2020-05-09,A6
C_185,2020-05-14,A1
C_185,2020-06-02,A6
C_185,2020-06-10,A4
C_186,2020-01-08,A5
C_186,2020-01-09,A6
C_186,2020-01-11,A1
C_186,2020-01-12,A1
C_186,2020-01-18,A6
C_186,2020-02-04,A4
C_186,2020-02-11,A3
C_186,2020-02-14,A1
C_186,2020-03-10,A1
C_186,2020-03-17,A7
C_186,2020-03-20,A5
C_186,2020-04-26,A4
C_186,2020-05-09,A1
C_186,2020-05-24,A7
C_186,2020-06-08,A7
C_187,2020-01-25,A3
C_187,2020-02-21,A4
C_187,2020-03-05,A1
C_187,2020-03-08,A2
C_187,2020-03-14,A3
C_187,2020-04-10,A4
C_187,2020-04-27,A3
C_187,2020-05-06,A7
C_187,2020-05-12,A4
C_188,2020-01-01,A5
C_188,2020-01-20,A2
C_188,2020-02-13,A6
C_188,2020-02-16,A6
C_188,2020-02-17,A4
C_188,2020-03-11,A1
C_188,2020-03-22,A6
C_188,2020-03-28,A1
C_188,2020-04-12,A1
C_188,2020-04-25,A6
C_188,2020-05-09,A6
C_188,2020-06-02,A7
C_189,2020-01-13,A3
C_189,2020-02-22,A3
C_189,2020-03-07,A3
C_189,2020-03-12,A7
C_189,2020-03-19,A1
C_189,2020-03-20,A1
C_189,2020-03-22,A5
C_189,2020-03-26,A5
C_189,2020-03-29,A1
C_189,2020-03-31,A6
C_189,2020-04-05,A7
C_189,2020-04-13,A4
C_189,2020-04-21,A6
C_189,2020-05-29,A2
C_189,2020-06-14,A3
C_189,2020-06-16,A3
C_190,2020-01-06,A5
C_190,2020-01-27,A7
C_190,2020-02-16,A3
C_190,2020-02-21,A1
C_190,2020-03-14,A3
C_190,2020-03-16,A3
C_190,2020-03-24,A3
C_190,2020-03-27,A1
C_190,2020-04-20,A4
C_190,2020-04-26,A5
C_190,2020-05-11,A2
C_190,2020-05-13,A3
C_190,2020-06-20,A4
C_191,2020-01-08,A2
C_191,2020-01-12,A5
C_191,2020-01-24,A5
C_191,2020-02-08,A5
C_191,2020-02-15,A5
C_191,2020-02-24,A2
C_191,2020-03-04,A3
C_191,2020-03-12,A6
C_191,2020-03-20,A4
C_191,2020-03-27,A1
C_191,2020-03-29,A1
C_191,2020-05-06,A1
C_191,2020-05-16,A7
C_191,2020-05-22,A3
C_191,2020-05-31,A1
C_191,2020-06-19,A1
C_191,2020-06-20,A7
C_192,2020-01-05,A6
C_192,2020-01-25,A1
C_192,2020-02-05,A2
C_192,2020-03-16,A5
C_192,2020-04-18,A2
C_192,2020-04-24,A3
C_192,2020-04-30,A1
C_192,2020-05-03,A5
C_192,2020-05-28,A5
C_192,2020-06-03,A2
C_193,2020-01-31,A2
C_193,2020-02-09,A3
C_193,2020-02-13,A4
C_193,2020-02-26,A4
C_193,2020-03-28,A4
C_193,2020-03-29,A3
C_193,2020-04-09,A3
C_193,2020-04-23,A1
C_193,2020-05-07,A7
C_193,2020-05-16,A3
C_193,2020-05-30,A6
C_194,2020-01-01,A3
C_194,2020-01-17,A3
C_194,2020-02-14,A5
C_194,2020-03-01,A2
C_194,2020-03-04,A1
C_194,2020-03-13,A2
C_194,2020-03-15,A5
C_194,2020-03-26,A2
C_194,2020-04-27,A3
C_194,2020-05-09,A7
C_194,2020-05-23,A7
C_194,2020-05-27,A6
C_195,2020-01-03,A6
C_195,2020-01-08,A2
C_195,2020-01-13,A5
C_195,2020-02-20,A1
C_195,2020-03-17,A5
C_195,2020-04-23,A2
C_195,2020-04-29,A5
C_195,2020-05-11,A2
C_195,2020-05-19,A6
C_195,2020-05-21,A5
C_196,2020-01-01,A5
C_196,2020-02-07,A5
C_196,2020-03-03,A1
C_196,2020-04-10,A2
C_196,2020-04-13,A3
C_196,2020-04-26,A6
C_196,2020-05-18,A2
C_196,2020-05-23,A3
C_196,2020-05-27,A3
C_197,2020-01-14,A1
C_197,2020-01-21,A3
C_197,2020-01-28,A1
C_197,2020-02-01,A7
C_197,2020-02-08,A3
C_197,2020-02-24,A1
C_197,2020-02-25,A7
C_197,2020-02-27,A4
C_197,2020-03-24,A4
C_198,2020-02-10,A6
C_198,2020-02-13,A2
C_198,2020-03-23,A3
C_198,2020-04-05,A4
C_198,2020-04-17,A3
C_198,2020-04-28,A3
C_198,2020-05-01,A4
C_198,2020-05-03,A1
C_198,2020-05-11,A2
C_198,2020-05-14,A6
C_198,2020-05-23,A6
C_198,2020-06-06,A2
C_198,2020-06-11,A6
C_198,2020-06-19,A7
C_199,2020-01-07,A4
C_199,2020-02-03,A7
C_199,2020-02-05,A6
C_199,2020-03-29,A7
C_199,2020-04-05,A7
C_199,2020-04-24,A2
C_199,2020-05-07,A5
C_199,2020-05-30,A3
C_199,2020-06-12,A7
C_200,2020-01-23,A6
C_200,2020-02-13,A7
C_200,2020-02-27,A3
C_200,2020-02-28,A3
C_200,2020-03-15,A3
C_200,2020-04-14,A6
C_200,2020-05-23,A1
C_200,2020-06-14,A5
C_200,2020-06-18,A7
C_200,2020-06-22,A3
C_201,2020-01-08,A6
C_201,2020-01-11,A2
C_201,2020-01-18,A6
C_201,2020-01-27,A2
C_201,2020-02-03,A2
C_201,2020-02-06,A3
C_201,2020-02-16,A2
C_201,2020-02-18,A6
C_201,2020-02-19,A4
C_201,2020-02-27,A1
C_201,2020-02-28,A6
C_201,2020-03-17,A5
C_201,2020-03-25,A3
C_201,2020-05-13,A6
C_201,2020-05-25,A5
C_201,2020-06-02,A7
C_201,2020-06-09,A7
C_202,2020-01-14,A2
C_202,2020-02-09,A3
C_202,2020-02-12,A7
C_202,2020-02-17,A4
C_202,2020-02-27,A6
C_202,2020-02-28,A4
C_202,2020-04-01,A3
C_202,2020-04-07,A4
C_202,2020-04-12,A4
C_202,2020-04-25,A4
C_202,2020-05-21,A6
C_202,2020-05-31,A5
C_203,2020-01-09,A5
C_203,2020-01-13,A3
C_203,2020-02-04,A2
C_203,2020-03-01,A1
C_203,2020-03-19,A5
C_203,2020-03-20,A2
C_203,2020-04-04,A3
C_203,2020-04-22,A4
C_203,2020-05-03,A3
C_203,2020-05-06,A7
C_203,2020-05-17,A3
C_203,2020-05-25,A6
C_203,2020-06-10,A7
C_204,2020-01-30,A4
C_204,2020-02-26,A3
C_204,2020-03-28,A4
C_204,2020-04-11,A1
C_204,2020-04-14,A7
C_204,2020-05-28,A5
C_204,2020-06-05,A7
C_204,2020-06-15,A3
C_204,2020-06-19,A1
C_205,2020-01-10,A3
C_205,2020-01-17,A1
C_205,2020-01-19,A2
C_205,2020-01-23,A5
C_205,2020-02-27,A3
C_205,2020-03-04,A6
C_205,2020-03-15,A4
C_205,2020-03-22,A3
C_205,2020-04-08,A6
C_205,2020-04-15,A5
C_205,2020-04-17,A6
C_205,2020-04-21,A5
C_205,2020-04-22,A2
C_205,2020-04-28,A3
C_205,2020-05-12,A7
C_205,2020-05-29,A4
C_205,2020-06-25,A3
C_206,2020-01-07,A4
C_206,2020-01-16,A3
C_206,2020-01-20,A6
C_206,2020-02-05,A1
C_206,2020-02-10,A4
C_206,2020-02-12,A1
C_206,2020-02-25,A1
C_206,2020-03-05,A6
C_206,2020-03-18,A7
C_206,2020-03-22,A5
C_206,2020-03-24,A5
C_206,2020-03-26,A1
C_206,2020-04-18,A1
C_206,2020-04-29,A1
C_206,2020-05-05,A1
C_206,2020-05-06,A4
C_206,2020-05-17,A7
C_207,2020-01-30,A3
C_207,2020-02-02,A1
C_207,2020-02-26,A2
C_207,2020-03-08,A3
C_207,2020-03-11,A7
C_207,2020-04-16,A5
C_207,2020-04-22,A2
C_207,2020-05-13,A5
C_207,2020-05-21,A4
C_207,2020-06-07,A3
C_207,2020-06-08,A3
C_207,2020-06-11,A1
C_207,2020-06-22,A1
C_207,2020-06-24,A6
C_208,2020-01-03,A3
C_208,2020-01-10,A2
C_208,2020-01-15,A4
C_208,2020-01-22,A7
C_208,2020-02-05,A3
C_208,2020-02-26,A1
C_208,2020-03-05,A7
C_208,2020-03-11,A6
C_208,2020-03-29,A2
C_208,2020-04-12,A5
C_208,2020-04-19,A1
C_208,2020-04-21,A5
C_208,2020-04-22,A7
C_208,2020-05-29,A3
C_208,2020-05-31,A3
C_208,2020-06-10,A3
C_209,2020-01-24,A1
C_209,2020-01-26,A3
C_209,2020-02-04,A4
C_209,2020-02-09,A1
C_209,2020-02-22,A5
C_209,2020-03-01,A2
C_209,2020-03-14,A5
C_209,2020-03-27,A6
C_209,2020-04-08,A5
C_209,2020-04-10,A7
C_209,2020-04-30,A4
C_210,2020-01-23,A6
C_210,2020-02-15,A1
C_210,2020-02-16,A7
C_210,2020-03-02,A5
C_210,2020-03-03,A2
C_210,2020-03-22,A6
C_210,2020-04-27,A5
C_210,2020-05-15,A7
C_210,2020-06-04,A6
C_210,2020-06-14,A5
C_210,2020-06-18,A7
C_210,2020-06-22,A1
C_211,2020-01-04,A1
C_211,2020-02-21,A5
C_211,2020-02-24,A7
C_211,2020-02-25,A1
C_211,2020-03-07,A4
C_211,2020-03-22,A3
C_211,2020-05-06,A6
C_211,2020-05-22,A1
C_211,2020-06-04,A1
C_211,2020-06-06,A6
C_211,2020-06-21,A4
C_211,2020-06-23,A1
C_211,2020-06-26,A2
C_212,2020-02-03,A1
C_212,2020-02-05,A6
C_212,2020-02-07,A7
C_212,2020-02-13,A7
C_212,2020-02-15,A3
C_212,2020-02-17,A1
C_212,2020-03-04,A5
C_212,2020-03-13,A3
C_212,2020-03-14,A3
C_212,2020-03-30,A7
C_212,2020-03-31,A6
C_212,2020-04-08,A5
C_212,2020-04-12,A1
C_212,2020-04-16,A7
C_212,2020-04-17,A1
C_212,2020-04-19,A6
C_212,2020-04-22,A4
C_212,2020-04-25,A1
C_213,2020-03-18,A4
C_213,2020-03-22,A7
C_213,2020-03-25,A1
C_213,2020-03-27,A1
C_213,2020-04-01,A1
C_213,2020-04-06,A5
C_213,2020-04-12,A6
C_213,2020-04-30,A5
C_213,2020-05-11,A7
C_214,2020-01-02,A6
C_214,2020-01-27,A4
C_214,2020-02-04,A4
C_214,2020-02-06,A1
C_214,2020-02-09,A7
C_214,2020-02-11,A4
C_214,2020-03-31,A1
C_214,2020-04-13,A6
C_214,2020-04-15,A1
C_214,2020-04-21,A4
C_214,2020-05-07,A1
C_214,2020-05-14,A6
C_215,2020-01-10,A4
C_215,2020-01-14,A4
C_215,2020-01-28,A1
C_215,2020-02-18,A5
C_215,2020-03-11,A6
C_215,2020-03-12,A1
C_215,2020-03-21,A5
C_215,2020-04-02,A5
C_215,2020-04-10,A2
C_215,2020-04-11,A6
C_215,2020-04-22,A7
C_215,2020-05-07,A3
C_215,2020-05-11,A4
C_215,2020-05-17,A7
C_215,2020-05-19,A6
C_215,2020-05-21,A6
C_215,2020-06-10,A4
C_215,2020-06-11,A1
C_216,2020-01-07,A5
C_216,2020-01-15,A6
C_216,2020-02-19,A6
C_216,2020-02-27,A4
C_216,2020-04-03,A7
C_216,2020-04-06,A4
C_216,2020-04-13,A4
C_216,2020-04-20,A3
C_216,2020-04-21,A1
C_216,2020-05-05,A1
C_216,2020-05-09,A1
C_216,2020-05-15,A5
C_216,2020-05-27,A7
C_216,2020-06-01,A2
C_217,2020-01-19,A5
C_217,2020-01-30,A4
C_217,2020-02-13,A1
C_217,2020-02-19,A1
C_217,2020-02-23,A3
C_217,2020-03-16,A6
C_217,2020-03-24,A1
C_217,2020-03-28,A3
C_217,2020-04-04,A6
C_217,2020-04-11,A5
C_217,2020-04-24,A7
C_217,2020-04-30,A1
C_217,2020-05-05,A1
C_217,2020-05-13,A6
C_217,2020-06-13,A7
C_218,2020-02-18,A5
C_218,2020-02-22,A2
C_218,2020-03-05,A5
C_218,2020-03-12,A6
C_218,2020-03-17,A7
C_218,2020-04-23,A2
C_218,2020-05-02,A3
C_218,2020-05-04,A3
C_218,2020-05-17,A7
C_219,2020-01-06,A4
C_219,2020-01-08,A3
C_219,2020-01-17,A7
C_219,2020-01-24,A5
C_219,2020-02-22,A2
C_219,2020-02-25,A1
C_219,2020-03-04,A5
C_219,2020-03-17,A2
C_219,2020-04-02,A5
C_219,2020-04-14,A5
C_219,2020-04-20,A4
C_219,2020-04-26,A1
C_219,2020-05-04,A1
C_219,2020-05-27,A4
C_219,2020-06-14,A7
C_220,2020-01-04,A2
C_220,2020-01-05,A6
C_220,2020-01-11,A1
C_220,2020-01-20,A7
C_220,2020-02-04,A5
C_220,2020-03-04,A7
C_220,2020-03-26,A1
C_220,2020-04-08,A7
C_220,2020-05-07,A7
C_220,2020-05-15,A6
C_220,2020-05-30,A1
C_220,2020-06-11,A3
C_220,2020-06-13,A1
C_220,2020-06-16,A5
C_220,2020-06-24,A4
C_221,2020-01-02,A1
C_221,2020-01-15,A7
C_221,2020-02-29,A5
C_221,2020-03-09,A7
C_221,2020-03-26,A4
C_221,2020-04-19,A7
C_221,2020-04-23,A3
C_221,2020-05-04,A7
C_221,2020-05-19,A6
C_221,2020-05-31,A1
C_221,2020-06-09,A6
C_221,2020-06-15,A6
C_222,2020-01-24,A3
C_222,2020-02-07,A7
C_222,2020-02-16,A6
C_222,2020-02-18,A4
C_222,2020-03-18,A3
C_222,2020-03-26,A3
C_222,2020-03-31,A1
C_222,2020-04-04,A7
C_222,2020-04-18,A3
C_222,2020-04-22,A3
C_222,2020-05-19,A2
C_222,2020-05-26,A5
C_222,2020-05-30,A7
C_222,2020-05-31,A7
C_222,2020-06-06,A5
C_222,2020-06-07,A3
C_222,2020-06-17,A2
C_223,2020-01-02,A3
C_223,2020-01-14,A6
C_223,2020-01-29,A1
C_223,2020-02-25,A1
C_223,2020-03-01,A2
C_223,2020-03-06,A3
C_223,2020-03-19,A6
C_223,2020-03-23,A2
C_223,2020-04-05,A1
C_223,2020-04-06,A2
C_223,2020-04-20,A2
C_223,2020-04-23,A1
C_223,2020-05-03,A7
C_223,2020-05-18,A7
C_223,2020-05-19,A3
C_223,2020-05-30,A7
C_224,2020-01-03,A4
C_224,2020-01-23,A3
C_224,2020-02-09,A3
C_224,2020-02-10,A2
C_224,2020-02-20,A3
C_224,2020-02-29,A7
C_224,2020-03-09,A6
C_224,2020-03-10,A4
C_224,2020-04-05,A4
C_224,2020-04-09,A3
C_224,2020-05-17,A7
C_224,2020-05-24,A1
C_224,2020-06-08,A5
C_224,2020-06-09,A2
C_224,2020-06-16,A6
C_225,2020-02-02,A6
C_225,2020-02-03,A3
C_225,2020-02-16,A1
C_225,2020-03-07,A1
C_225,2020-03-12,A6
C_225,2020-03-19,A1
C_225,2020-03-29,A4
C_225,2020-04-04,A6
C_225,2020-04-06,A1
C_225,2020-04-17,A1
C_225,2020-06-01,A6
C_225,2020-06-16,A2
C_226,2020-01-09,A5
C_226,2020-01-13,A5
C_226,2020-01-14,A3
C_226,2020-01-18,A7
C_226,2020-02-02,A2
C_226,2020-02-21,A5
C_226,2020-02-23,A5
C_226,2020-03-06,A3
C_226,2020-03-11,A4
C_226,2020-03-25,A1
C_226,2020-04-03,A1
C_226,2020-05-06,A6
C_226,2020-05-15,A7
C_226,2020-05-18,A3
C_227,2020-01-05,A4
C_227,2020-01-09,A1
C_227,2020-01-21,A7
C_227,2020-02-19,A1
C_227,2020-02-23,A1
C_227,2020-02-24,A2
C_227,2020-02-25,A4
C_227,2020-03-24,A3
C_227,2020-04-05,A1
C_227,2020-04-12,A3
C_227,2020-04-18,A6
C_227,2020-04-22,A6
C_227,2020-05-08,A1
C_227,2020-06-03,A4
C_227,2020-06-07,A1
C_228,2020-01-18,A2
C_228,2020-01-28,A5
C_228,2020-02-01,A5
C_228,2020-02-26,A6
C_228,2020-03-01,A2
C_228,2020-03-02,A1
C_228,2020-03-06,A2
C_228,2020-05-05,A6
C_228,2020-05-30,A1
C_229,2020-02-15,A7
C_229,2020-02-18,A3
C_229,2020-03-19,A2
C_229,2020-03-31,A1
C_229,2020-04-12,A7
C_229,2020-04-21,A2
C_229,2020-05-22,A6
C_229,2020-06-07,A4
C_229,2020-06-16,A1
C_230,2020-03-07,A4
C_230,2020-03-09,A3
C_230,2020-03-11,A1
C_230,2020-03-17,A1
C_230,2020-03-26,A1
C_230,2020-03-29,A3
C_230,2020-04-04,A7
C_230,2020-04-23,A1
C_230,2020-05-21,A2
C_230,2020-05-24,A5
C_231,2020-01-12,A3
C_231,2020-01-24,A3
C_231,2020-02-05,A6
C_231,2020-02-28,A6
C_231,2020-03-02,A7
C_231,2020-03-27,A3
C_231,2020-04-02,A1
C_231,2020-05-03,A6
C_231,2020-06-16,A5
C_232,2020-01-06,A5
C_232,2020-01-27,A3
C_232,2020-02-04,A1
C_232,2020-02-25,A7
C_232,2020-03-08,A5
C_232,2020-03-18,A4
C_232,2020-03-23,A1
C_232,2020-03-27,A1
C_232,2020-04-28,A7
C_232,2020-04-30,A7
C_232,2020-05-21,A5
C_232,2020-05-31,A6
C_232,2020-06-02,A1
C_232,2020-06-11,A7
C_233,2020-01-02,A7
C_233,2020-01-20,A5
C_233,2020-01-22,A6
C_233,2020-01-26,A5
C_233,2020-02-07,A3
C_233,2020-02-10,A7
C_233,2020-02-12,A1
C_233,2020-02-15,A6
C_233,2020-03-01,A6
C_233,2020-03-07,A6
C_233,2020-03-13,A5
C_233,2020-04-02,A4
C_233,2020-04-20,A3
C_233,2020-05-03,A4
C_233,2020-06-06,A7
C_233,2020-06-26,A6
C_234,2020-01-19,A5
C_234,2020-01-29,A6
C_234,2020-02-01,A1
C_234,2020-02-03,A2
C_234,2020-02-14,A3
C_234,2020-02-25,A2
C_234,2020-02-29,A6
C_234,2020-03-03,A4
C_234,2020-03-30,A2
C_234,2020-04-04,A5
C_234,2020-04-23,A5
C_234,2020-04-27,A5
C_234,2020-05-03,A1
C_234,2020-06-02,A5
C_235,2020-01-07,A7
C_235,2020-01-18,A6
C_235,2020-02-02,A6
C_235,2020-02-03,A2
C_235,2020-02-17,A6
C_235,2020-03-04,A4
C_235,2020-03-11,A6
C_235,2020-03-12,A2
C_235,2020-03-25,A3
C_235,2020-03-27,A7
C_235,2020-04-04,A6
C_235,2020-04-30,A5
C_235,2020-05-07,A2
C_235,2020-05-24,A5
C_236,2020-01-14,A1
C_236,2020-02-08,A5
C_236,2020-02-10,A1
C_236,2020-02-22,A6
C_236,2020-03-06,A1
C_236,2020-03-08,A6
C_236,2020-03-12,A7
C_236,2020-03-19,A3
C_236,2020-03-29,A7
C_236,2020-04-06,A2
C_236,2020-04-07,A5
C_236,2020-04-17,A4
C_236,2020-04-22,A1
C_236,2020-05-31,A6
C_236,2020-06-07,A7
C_236,2020-06-08,A3
C_237,2020-01-06,A2
C_237,2020-01-20,A5
C_237,2020-01-24,A1
C_237,2020-01-31,A6
C_237,2020-02-18,A7
C_237,2020-02-23,A3
C_237,2020-03-04,A7
C_237,2020-03-10,A5
C_237,2020-03-24,A2
C_237,2020-03-31,A3
C_237,2020-04-13,A6
C_237,2020-04-26,A6
C_237,2020-05-12,A6
C_237,2020-05-16,A4
C_237,2020-05-24,A7
C_237,2020-06-06,A3
C_237,2020-06-08,A7
C_238,2020-01-05,A2
C_238,2020-01-09,A3
C_238,2020-01-20,A7
C_238,2020-02-17,A6
C_238,2020-02-26,A3
C_238,2020-03-05,A3
C_238,2020-03-16,A6
C_238,2020-03-21,A5
C_238,2020-03-28,A1
C_238,2020-04-08,A5
C_238,2020-04-28,A6
C_238,2020-05-01,A6
C_238,2020-05-29,A7
C_238,2020-06-03,A1
C_238,2020-06-14,A5
C_238,2020-06-20,A5
C_238,2020-06-28,A1
C_239,2020-01-20,A6
C_239,2020-01-26,A6
C_239,2020-01-30,A4
C_239,2020-02-14,A4
C_239,2020-03-02,A7
C_239,2020-03-13,A1
C_239,2020-03-20,A4
C_239,2020-04-06,A4
C_239,2020-04-10,A1
C_239,2020-04-19,A5
C_239,2020-05-10,A3
C_239,2020-05-26,A7
C_239,2020-06-05,A3
C_240,2020-01-01,A7
C_240,2020-01-04,A3
C_240,2020-01-12,A4
C_240,2020-01-16,A1
C_240,2020-01-29,A3
C_240,2020-03-27,A5
C_240,2020-04-12,A6
C_240,2020-04-13,A6
C_240,2020-04-15,A2
C_240,2020-04-24,A5
C_240,2020-05-19,A3
C_240,2020-05-26,A1
C_240,2020-06-09,A1
C_241,2020-02-16,A1
C_241,2020-03-07,A3
C_241,2020-03-12,A2
C_241,2020-03-20,A6
C_241,2020-03-24,A6
C_241,2020-04-04,A6
C_241,2020-04-06,A2
C_241,2020-04-16,A1
C_241,2020-04-28,A7
C_241,2020-05-13,A1
C_241,2020-05-31,A3
C_241,2020-06-01,A3
C_242,2020-01-14,A6
C_242,2020-01-20,A7
C_242,2020-01-29,A1
C_242,2020-02-04,A7
C_242,2020-02-09,A4
C_242,2020-02-22,A7
C_242,2020-03-08,A6
C_242,2020-03-11,A7
C_242,2020-03-12,A4
C_242,2020-03-19,A4
C_242,2020-04-04,A5
C_242,2020-04-11,A7
C_242,2020-04-29,A2
C_242,2020-05-29,A6
C_242,2020-06-21,A6
C_243,2020-01-03,A6
C_243,2020-01-06,A6
C_243,2020-01-19,A1
C_243,2020-01-29,A6
C_243,2020-02-04,A4
C_243,2020-02-08,A3
C_243,2020-02-18,A4
C_243,2020-03-08,A4
C_243,2020-03-12,A1
C_243,2020-04-04,A3
C_243,2020-04-26,A7
C_243,2020-05-11,A4
C_243,2020-05-24,A3
C_243,2020-06-07,A3
C_243,2020-06-13,A2
C_243,2020-06-19,A1
C_244,2020-01-19,A7
C_244,2020-02-28,A7
C_244,2020-03-29,A3
C_244,2020-04-04,A4
C_244,2020-04-08,A3
C_244,2020-04-21,A4
C_244,2020-04-27,A4
C_244,2020-04-30,A1
C_244,2020-05-14,A6
C_244,2020-05-19,A5
C_244,2020-05-20,A3
C_245,2020-01-23,A3
C_245,2020-01-25,A4
C_245,2020-01-27,A3
C_245,2020-01-29,A7
C_245,2020-02-01,A2
C_245,2020-02-03,A1
C_245,2020-02-24,A1
C_245,2020-03-25,A1
C_245,2020-04-02,A5
C_245,2020-04-25,A4
C_245,2020-05-17,A4
C_245,2020-06-09,A3
C_246,2020-01-05,A7
C_246,2020-01-08,A7
C_246,2020-01-23,A3
C_246,2020-01-24,A3
C_246,2020-01-30,A3
C_246,2020-02-09,A3
C_246,2020-02-24,A3
C_246,2020-02-25,A1
C_246,2020-02-29,A6
C_246,2020-04-04,A6
C_246,2020-04-10,A4
C_246,2020-04-22,A6
C_246,2020-05-04,A2
C_246,2020-05-07,A5
C_246,2020-05-11,A2
C_246,2020-05-22,A5
C_246,2020-06-07,A2
C_246,2020-06-15,A6
C_247,2020-01-08,A3
C_247,2020-02-02,A2
C_247,2020-02-03,A5
C_247,2020-02-06,A2
C_247,2020-02-07,A5
C_247,2020-02-09,A7
C_247,2020-03-10,A6
C_247,2020-04-05,A2
C_247,2020-04-06,A6
C_247,2020-04-11,A4
C_247,2020-04-13,A3
C_247,2020-04-17,A3
C_247,2020-05-02,A3
C_247,2020-05-21,A6
C_247,2020-05-24,A1
C_248,2020-01-01,A1
C_248,2020-01-03,A7
C_248,2020-01-06,A4
C_248,2020-01-09,A3
C_248,2020-01-11,A2
C_248,2020-01-13,A1
C_248,2020-01-29,A4
C_248,2020-01-31,A3
C_248,2020-02-01,A2
C_248,2020-02-27,A5
C_248,2020-03-12,A3
C_248,2020-03-14,A2
C_248,2020-03-16,A3
C_248,2020-04-17,A1
C_248,2020-05-08,A4
C_248,2020-05-14,A3
C_249,2020-01-01,A6
C_249,2020-02-03,A1
C_249,2020-02-19,A7
C_249,2020-03-02,A6
C_249,2020-03-05,A5
C_249,2020-03-06,A4
C_249,2020-03-09,A1
C_249,2020-03-12,A1
C_249,2020-03-23,A7
C_249,2020-03-30,A4
C_249,2020-04-11,A4
C_249,2020-04-28,A5
C_249,2020-05-06,A1
C_249,2020-05-24,A5
C_249,2020-05-30,A7
C_249,2020-06-05,A3
C_249,2020-06-11,A3
C_249,2020-06-25,A1
C_250,2020-01-05,A1
C_250,2020-01-26,A7
C_250,2020-02-24,A1
C_250,2020-03-23,A4
C_250,2020-04-09,A3
C_250,2020-05-27,A3
C_250,2020-05-29,A2
C_250,2020-06-07,A3
C_250,2020-06-22,A1
C_251,2020-01-19,A6
C_251,2020-01-31,A4
C_251,2020-03-29,A3
C_251,2020-04-08,A1
C_251,2020-04-13,A5
C_251,2020-04-16,A2
C_251,2020-04-19,A6
C_251,2020-04-25,A4
C_251,2020-05-08,A7
C_251,2020-05-11,A3
C_251,2020-05-26,A2
C_251,2020-05-27,A6
C_251,2020-05-29,A7
C_251,2020-06-03,A7
C_252,2020-01-05,A7
C_252,2020-01-18,A4
C_252,2020-02-23,A1
C_252,2020-02-26,A3
C_252,2020-02-27,A1
C_252,2020-03-02,A6
C_252,2020-04-09,A2
