tags_No,imdb_movie_Id,user_Id,tag
1080,216800,474,psychopaths
1081,120746,474,Mexico
1082,96874,474,time travel
1083,47478,474,samurai
1084,49233,474,Quakers
1085,120202,474,movies
1086,190590,474,bluegrass
1087,212346,474,pageant
1088,94947,474,adultery
1089,95497,474,Bible
1090,200720,474,Edith Wharton
1091,95497,474,Katzanzakis
1092,120815,474,World War II
1093,97523,474,Disney
1094,120768,474,police
1095,120783,474,twins
1096,93209,474,In Netflix queue
1097,89755,474,adultery
1098,61811,474,racism
1099,82158,474,Olympics
1100,117571,474,slasher
1101,117571,474,spoof
1102,104691,474,Hawkeye
1103,104691,474,James Fennimore Cooper
1104,116477,474,Shakespeare
1105,118163,474,Conan
1106,116250,474,Andrew Lloyd Weber
1107,116506,474,In Netflix queue
1108,116506,474,Vietnam
1109,106387,474,mental illness
1110,116790,474,In Netflix queue
1111,118111,474,mockumentary
1112,119008,474,Mafia
1113,119432,474,jungle
1114,119528,474,lawyer
1115,118623,474,Tolstoy
1116,119229,474,hit men
1117,119229,474,reunion
1118,120032,474,reunion
1119,117615,474,ballroom dance
1120,115744,474,In Netflix queue
1121,119567,474,dinosaurs
1122,117359,474,death
1123,119094,474,transplants
1124,119654,474,aliens
1125,119173,474,military
1126,118571,474,president
1127,116621,474,Hemingway
1128,99810,474,Tom Clancy
1129,97815,474,baseball
1130,265029,474,Hollywood
1131,55824,474,lawyer
1132,74285,474,high school
1133,74285,474,prom
1134,74285,474,Stephen King
1135,13442,474,vampires
1136,75005,474,demons
1137,117057,474,personals ads
1138,115751,474,religion
1139,117731,474,Borg
1140,117666,474,ex-con
1141,117293,474,In Netflix queue
1142,117372,474,religion
1143,115988,474,Arthur Miller
1144,115433,474,dogs
1145,115433,474,remake
1146,102975,474,Klingons
1147,84726,474,Captain Kirk
1148,92007,474,whales
1149,103776,474,superhero
1150,77631,474,high school
1151,84021,474,high school
1152,73195,474,Shark
1153,85750,474,shark
1154,116695,474,sports
1155,93822,474,Coen Brothers
1156,105435,474,spying
1157,265029,474,movie business
1158,163025,474,dinosaurs
1159,119488,474,Police
1160,119349,474,1970s
1161,119280,474,England
1162,118849,474,In Netflix queue
1163,116141,474,generation X
1164,120902,474,conspiracy
1165,120780,474,heist
1166,91949,474,robots
1167,73540,474,Australia
1168,96018,474,hippies
1169,120591,474,space
1170,26752,474,ships
1171,37884,474,alcoholism
1172,39416,474,anti-Semitism
1173,39416,474,Judaism
1174,41113,474,Huey Long
1175,41113,474,In Netflix queue
1176,41113,474,Robert Penn Warren
1177,47296,474,boxing
1178,47296,474,coulda been a contender
1179,55614,474,Gangs
1180,88161,474,mermaid
1181,63385,474,Dickens
1182,64665,474,prostitution
1183,67116,474,drugs
1184,67116,474,police
1185,95687,474,aliens
1186,75148,474,boxing
1187,75148,474,sports
1188,79417,474,divorce
1189,116692,474,In Netflix queue
1190,120728,474,No DVD at Netflix
1191,120176,474,twist ending
1192,119942,474,politics
1193,119280,474,Queen Victoria
1194,118971,474,lawyers
1195,97778,474,babies
1196,120481,474,Henry James
1197,119177,474,future
1198,83131,474,military
1199,119978,474,In Netflix queue
1200,90329,474,Amish
1201,120148,474,alternate universe
1202,120382,474,TV
1203,120520,474,Henry James
1204,119668,474,Savannah
1205,97458,474,doctors
1206,82158,474,sports
1207,96928,474,time travel
1208,96163,474,remade
1209,120082,474,sequel
1210,120082,474,slasher
1211,120082,474,spoof
1212,120255,474,Canada
1213,96163,474,kidnapping
1214,120255,474,death
1215,120338,474,shipwreck
1216,118715,474,Coen Brothers
1217,119223,474,Charles Dickens
1218,118929,474,amnesia
1219,120888,474,1980s
1220,120661,474,In Netflix queue
1221,96320,474,twins
1222,98384,474,diabetes
1223,87050,474,Stephen King
1224,86066,474,S.E. Hinton
1225,80339,474,aviation
1226,80339,474,spoof
1227,94737,474,children
1228,119843,474,gambling
1229,102138,474,president
1230,107798,474,lawyers
1231,85334,474,Christmas
1232,138304,474,aliens
1233,58182,474,Beatles
1234,102138,474,politics
1235,90274,474,Peace Corp
1236,68473,474,river
1237,82348,474,England
1238,88889,474,Stephen King
1239,82348,474,King Arthur
1240,86200,474,prostitution
1241,72251,474,subway
1242,91217,474,basketball
1243,42276,474,remade
1244,97372,474,In Netflix queue
1245,55471,474,sexuality
1246,55471,474,adolescence
1247,185014,474,writing
1248,12349,474,orphans
1249,21749,474,blind
1250,18773,474,circus
1251,91042,474,High School
1252,86617,474,Academy award (Best Supporting Actress)
1253,56443,474,In Netflix queue
1254,86617,474,Indonesia
1255,129167,474,robots
1256,195685,474,scandal
1257,120915,474,the Force
1258,78346,474,superhero
1259,81573,474,superhero
1260,86393,474,superhero
1261,21884,474,In Netflix queue
1262,44121,474,aliens
1263,49366,474,1950s
1264,186508,474,In Netflix queue
1265,130827,474,alternate endings
1266,120370,474,Star Trek
1267,99052,474,spiders
1268,185937,474,claims to be true
1269,185937,474,video
1270,93818,474,radio
1271,77975,474,college
1272,87332,474,ghosts
1273,97428,474,Ghosts
1274,171363,474,remake
1275,132347,474,superhero
1276,49406,474,heist
1277,54331,474,crucifixion
1278,54331,474,Rome
1279,78718,474,lawyers
1280,54331,474,slavery
1281,91530,474,Missionary
1282,91530,474,Priest
1283,93818,474,nostalgia
1284,195685,474,true story
1285,120663,474,sexuality
1286,86617,474,journalism
1287,37558,474,adultery
1288,33804,474,gambling
1289,125664,474,Andy Kaufman
1290,65088,474,dance marathon
1291,61407,474,Shakespeare
1292,175880,474,L.A.
1293,67328,474,black-and-white
1294,120689,474,Stephen King
1295,79239,474,fatherhood
1296,172396,474,Graham Greene
1297,155711,474,men in drag
1298,87921,474,racism
1299,101889,474,homeless
1300,93010,474,adultery
1301,87781,474,sports
1302,177789,474,spoof
1303,87781,474,baseball
1304,32551,474,dust bowl
1305,55630,474,samurai
1306,86465,474,class
1307,79540,474,camp
1308,32551,474,depression
1309,96061,474,new york
1310,101669,474,memory
1311,96061,474,christmas
1312,162661,474,Ichabod Crane
1313,164312,474,Up series
1314,164312,474,In Netflix queue
1315,93565,474,New York
1316,94027,474,high school
1317,33045,474,remade
1318,174856,474,boxing
1319,181288,474,In Netflix queue
1320,140352,474,true story
1321,35169,474,screwball
1322,18773,474,big top
1323,46126,474,In Netflix queue
1324,38559,474,nightclub
1325,144801,474,sexuality
1326,52225,474,island
1327,104507,474,Vietnam
1328,134084,474,spoof
1329,119256,474,gambling
1330,134084,474,slasher
1331,104040,474,figure skating
1332,166896,474,brothers
1333,166896,474,lawn mower
1334,105812,474,basketball
1335,104454,474,E.M. Forster
1336,104231,474,Ireland
1337,104070,474,plastic surgery
1338,106246,474,In Netflix queue
1339,105417,474,nuns
1340,48977,474,evil children
1341,94924,474,Australia
1342,94924,474,a dingo ate my baby
1343,83929,474,high school
1344,169302,474,In Netflix queue
1345,120866,474,Shakespeare
1346,81633,474,time travel
1347,96438,474,live action/animation
1348,119698,474,anime
1349,140352,474,tobacco
1350,120915,474,prequel
1351,102250,474,weather forecaster
1352,37913,474,motherhood
1353,120797,474,golfing
1354,74486,474,In Netflix queue
1355,98258,474,Lloyd Dobbler
1356,100212,474,Mafia
1357,104257,474,court
1358,104257,474,military
1359,47673,474,Christmas
1360,99487,474,freaks
1361,120823,474,Screwball
1362,15864,474,mining
1363,89791,474,Pee Wee Herman
1364,63462,474,Broadway
1365,104952,474,court
1366,119670,474,adolescence
1367,86979,474,Coen Brothers
1368,189584,474,religion
1369,44837,474,In Netflix queue
1370,80487,474,golf
1371,48140,474,Gambling
1372,51383,474,1920s
1373,56687,474,show business
1374,90830,474,death penalty
1375,80678,474,freaks
1376,118799,474,Holocaust
1377,133952,474,terrorism
1378,171433,474,rabbi
1379,120484,474,football
1380,127536,474,England
1381,50783,474,In Netflix queue
1382,189584,474,business
1383,120623,474,Pixar
1384,102951,474,television
1385,95593,474,Mafia
1386,87469,474,archaeology
1387,77869,474,Tolkein
1388,85407,474,Stephen King
1389,85382,474,Stephen King
1390,101669,474,music
1391,84649,474,mice
1392,89276,474,missing children
1393,91790,474,1980s
1394,91790,474,high school
1395,120611,474,vampires
1396,119778,474,aquarium
1397,119778,474,Boston
1398,119778,474,personals ads
1399,98258,474,In Your Eyes
1400,44079,474,murder
1401,52561,474,court
1402,70666,474,police
1403,71360,474,spying
1404,77362,474,Vietnam
1405,42994,474,theater
1406,94226,474,Capone
1407,94226,474,gangsters
1408,37017,474,survival
1409,99726,474,Shakespeare
1410,36342,474,small towns
1411,34248,474,paranoia
1412,30341,474,train
1413,92699,474,journalism
1414,80310,474,court
1415,140888,474,South America
1416,171433,474,priest
1417,154420,474,In Netflix queue
1418,90555,474,Australia
1419,92493,474,Australia
1420,145893,474,food
1421,174852,474,Holocaust
1422,174852,474,Hungary
1423,151804,474,stapler
1424,151804,474,workplace
1425,123209,474,disability
1426,85333,474,Stephen King
1427,57261,474,island
1428,63442,474,twist ending
1429,57129,474,ghosts
1430,54443,474,evil children
1431,91605,474,religion
1432,56931,474,evil children
1433,191043,474,In Netflix queue
1434,147800,474,Shakespeare sort of
1435,61735,474,racism
1436,61735,474,prejudice
1437,61735,474,interracial marriage
1438,61735,474,Hepburn and Tracy
1439,28944,474,Pearl S Buck
1440,36775,474,Insurance
1441,99317,474,aardman
1442,97216,474,racism
1443,77975,474,TOGA
1444,151738,474,high school
1445,126250,474,southern US
1446,49408,474,Siam
1447,91877,474,kidnapping
1448,150915,474,In Netflix queue
1449,27977,474,factory
1450,147004,474,In Netflix queue
1451,120324,474,heist
1452,120794,474,Bible
1453,102713,474,psychiatrist
1454,98067,474,families
1455,120794,474,Moses
1456,138097,474,England
1457,84602,474,boxing
1458,89927,474,boxing
1459,100507,474,boxing
1460,183503,474,alternate endings
1461,122459,474,transplants
1462,63374,474,In Netflix queue
1463,74958,474,journalism
1464,107630,474,death
1465,77928,474,In Netflix queue
1466,102057,474,Peter Pan
1467,43924,474,class
1468,53946,474,religion
1469,53946,474,evolution
1470,53946,474,court
1471,54997,474,pool
1472,87538,474,martial arts
1473,91326,474,martial arts
1474,97647,474,martial arts
1475,97958,474,christmas
1476,128853,474,e-mail
1477,128853,474,remake
1478,129290,474,doctors
1479,120907,474,virtual reality
1480,235327,474,Amtrak
1481,265591,474,disability
1482,98536,474,dogs
1483,48424,474,good and evil
1484,27652,474,revenge
1485,29604,474,show business
1486,31867,474,In Netflix queue
1487,32701,474,In Netflix queue
1488,35238,474,made me cry
1489,91167,474,family
1490,40525,474,mirrors
1491,41587,474,In Netflix queue
1492,56264,474,Not available from Netflix
1493,58946,474,In Netflix queue
1494,60138,474,donkey
1495,19254,474,saint
1496,15881,474,gold
1497,27075,474,Dickens
1498,86567,474,Cold War
1499,50307,474,Hepburn and Tracy
1500,67023,474,In Netflix queue
1501,97814,474,anime
1502,104652,474,In Netflix queue
1503,347618,474,In Netflix queue
1504,351817,474,In Netflix queue
1505,366777,474,religion
1506,366777,474,saints
1507,373861,474,Animal movie
1508,373861,474,camels
1509,376968,474,fatherhood
1510,377091,474,revenge
1511,48452,474,religion
1512,391024,474,journalism
1513,72272,474,In Netflix queue
1514,385004,474,martial arts
1515,299977,474,martial arts
1516,53146,474,In Netflix queue
1517,87892,474,E.M. Forster
1518,30637,474,George Bernard Shaw
1519,31455,474,disability
1520,58586,474,Clousseau
1521,72417,474,In Netflix queue
1522,40724,474,cattle drive
1523,67372,474,Shakespeare
1524,67372,474,In Netflix queue
1525,55798,474,prison
1526,55798,474,birds
1527,31210,474,terminal illness
1528,37120,474,horses
1529,28333,474,Astaire and Rogers
1530,26942,474,Astaire and Rogers
1531,27630,474,Astaire and Rogers
1532,24025,474,Astaire and Rogers
1533,102443,474,In Netflix queue
1534,107156,474,In Netflix queue
1535,375063,474,wine
1536,383694,474,abortion
1537,350258,474,biopic
1538,317705,474,Disney
1539,317705,474,superhero
1540,100404,474,Scott Turow
1541,100404,474,court
1542,308644,474,Peter Pan
1543,390299,474,Hearst
1544,388789,474,India
1545,389326,474,surfing
1546,405159,474,boxing
1547,395169,474,genocide
1548,61809,474,crime
1549,61809,474,Capote
1550,61809,474,black and white
1551,66344,474,Christmas
1552,102768,474,amnesia
1553,210070,474,werewolf
1554,102945,474,domestic violence
1555,85959,474,british comedy
1556,92603,474,Food
1557,109129,474,pregnancy
1558,74119,474,Watergate
1559,74119,474,journalism
1560,89424,474,In Netflix queue
1561,47472,474,Lonesome Polecat
1562,282674,474,India
1563,286244,474,biking
1564,314412,474,terminal illness
1565,314412,474,adultery
1566,309820,474,religion
1567,327137,474,Animal movie
1568,89730,474,vampire
1569,64418,474,matchmaker
1570,70510,474,In Netflix queue
1571,291350,474,In Netflix queue
1572,246592,474,vertriloquism
1573,325805,474,fatherhood
1574,325805,474,con men
1575,44741,474,terminal illness
1576,235060,474,In Netflix queue
1577,61809,474,death penalty
1578,23027,474,Marx brothers
1579,72281,474,In Netflix queue
1580,408664,474,orphans
1581,367594,474,roald dahl
1582,338751,474,biopic
1583,338751,474,Howard Hughes
1584,338751,474,movie business
1585,293088,474,Amish
1586,343121,474,rap
1587,343121,474,music business
1588,101862,474,wedding
1589,101862,474,remake
1590,319343,474,christmas
1591,323944,474,journalism
1592,48956,474,India
1593,34409,474,Rita Hayworth can dance!
1594,325655,474,transplants
1595,363589,474,violence in america
1596,363589,474,adolescence
1597,311648,474,Thanksgiving
1598,266697,474,revenge
1599,266697,474,martial arts
1600,327056,474,kidnapping
1601,327056,474,child abuse
1602,340377,474,trains
1603,332379,474,school
1604,35575,474,biopic
1605,61809,474,murder
1606,361127,474,child abuse
1607,385267,474,busniess
1608,379889,474,Shakespeare
1609,40458,474,motherhood
1610,288330,474,marriage
1611,41090,474,Hepburn and Tracy
1612,26778,474,Marx brothers
1613,26778,474,opera
1614,276919,474,Grace
1615,235327,474,independent
1616,235327,474,New York
1617,235327,474,Sundance award winner
1618,235327,474,Train
1619,86637,474,psychology
1620,301357,474,Cold War
1621,335345,474,religion
1622,338564,474,police
1623,87003,474,show business
1624,343168,474,politics
1625,374546,474,In Netflix queue
1626,308379,474,remade
1627,60522,474,In Netflix queue
1628,47849,474,In Netflix queue
1629,49456,474,Van Gogh
1630,26174,474,swashbuckler
1631,85478,474,In Netflix queue
1632,47445,474,Not available from Netflix
1633,57840,474,In Netflix queue
1634,64030,474,Anne Boleyn
1635,52893,474,In Netflix queue
1636,69947,474,assassination
1637,22111,474,heist
1638,14429,474,Clock
1639,87957,474,Prince
1640,17765,474,In Netflix queue
1641,46816,474,military
1642,39192,474,convent
1643,326977,474,adolescence
1644,42619,474,religion
1645,326977,474,crime
1646,380615,474,Holocaust
1647,57565,474,In Netflix queue
1648,41699,474,In Netflix queue
1649,39853,474,Nick and Nora Charles
1650,27260,474,Nick and Nora Charles
1651,34172,474,Nick and Nora Charles
1652,37365,474,Nick and Nora Charles
1653,31047,474,Nick and Nora Charles
1654,71970,474,In Netflix queue
1655,328802,474,terrorism
1656,50613,474,MacBeth
1657,59592,474,In Netflix queue
1658,38854,474,adultery
1659,61439,474,King Arthur
1660,34587,474,sexuality
1661,45012,474,sports
1662,45012,474,Hepburn and Tracy
1663,46268,474,In Netflix queue
1664,120711,474,space station
1665,259153,474,Stephen King
1666,56241,474,deaf
1667,56241,474,blindness
1668,103939,474,In Netflix queue
1669,103939,474,biopic
1670,48445,474,Rogers and Hammerstein
1671,35567,474,marriage
1672,35567,474,Hepburn and Tracy
1673,243664,474,cancer
1674,51077,474,multiple personalities
1675,36515,474,World War II
1676,378194,474,revenge
1677,25919,474,In Netflix queue
1678,39192,474,religion
1679,298148,474,ogres
1680,333766,474,psychology
1681,60438,474,Rome
1682,337960,474,Australia
1683,83652,474,Stand Up
1684,71115,474,In Netflix queue
1685,365748,474,zombies
1686,44509,474,alcoholism
1687,44509,474,marriage
1688,71877,474,Agatha Christie
1689,33149,474,truckers
1690,36244,474,In Netflix queue
1691,71877,474,Oscar (Best Supporting Actress)
1692,71877,474,train
1693,89560,474,disability
1694,39302,474,amnesia
1695,390384,474,time travel
1696,46874,474,Oscar (Best Actress)
1697,390538,474,parenthood
1698,390538,474,psychology
1699,340012,474,stage
1700,41498,474,men in drag
1701,41498,474,cross dressing
1702,65911,474,Charlotte Bronte
1703,159365,474,Civil War
1704,340855,474,serial killer
1705,315983,474,real estate
1706,317910,474,Vietnam
1707,342804,474,In Netflix queue
1708,298845,474,immigrants
1709,35432,474,In Netflix queue
1710,40662,474,Dickens
1711,64840,474,Oscar (Best Actress)
1712,39169,474,court
1713,332375,474,pregnancy
1714,332375,474,religion
1715,304141,474,Magic
1716,304141,474,Wizards
1717,391225,474,politics
1718,374900,474,high school
1719,85461,474,In Netflix queue
1720,93175,474,death
1721,20827,474,divorce
1722,41841,474,World War II
1723,40495,474,deafness
1724,390521,474,food
1725,390521,474,McDonalds
1726,22913,474,circus
1727,377752,474,Ireland
1728,99851,474,fairy tales
1729,99851,474,In Netflix queue
1730,388473,474,In Netflix queue
1731,14341,474,In Netflix queue
1732,361596,474,politics
1733,361596,474,terrorism
1734,316654,474,Doc Ock
1735,42619,474,priest
1736,328538,474,adolescence
1737,379557,474,mountain climbing
1738,47528,474,circus
1739,381681,474,generation X
1740,390221,474,drugs
1741,390221,474,immigrants
1742,38776,474,Cole Porter
1743,40202,474,In Netflix queue
1744,424565,474,birds
1745,424565,474,parrots
1746,295297,474,Wizards
1747,295297,474,Magic
1748,297884,474,salute to Douglas Sirk
1749,58756,474,teenagers
1750,299117,474,dating
1751,120679,474,art
1752,82432,474,World War I
1753,82175,474,Judaism
1754,82175,474,In Netflix queue
1755,95327,474,orphans
1756,95327,474,made me cry
1757,296166,474,Girl Power
1758,252480,474,Holocaust
1759,272338,474,pudding
1760,310793,474,violence in america
1761,35211,474,Lou Gehrig
1762,35211,474,baseball
1763,246677,474,bombs
1764,289765,474,Hannibal Lecter
1765,298388,474,Bible
1766,245429,474,anime
1767,44829,474,heist
1768,44829,474,crime
1769,39111,474,Animal movie
1770,280760,474,adolescence
1771,90966,474,homeless
1772,265459,474,psychopaths
1773,265459,474,photography
1774,256276,474,books
1775,314725,474,music business
1776,256276,474,AS Byatt
1777,295238,474,short films
1778,287467,474,coma
1779,59573,474,blind
1780,78872,474,horses
1781,291579,474,obsession
1782,299458,474,adolescence
1783,300471,474,England
1784,84352,474,spoof
1785,84335,474,South America
1786,84335,474,politics
1787,84335,474,Chile
1788,84210,474,ghosts
1789,303361,474,doll
1790,280653,474,In Netflix queue
1791,52918,474,race
1792,52918,474,motherhood
1793,101748,474,In Netflix queue
1794,26056,474,class
1795,290538,474,television
1796,282698,474,widows/widowers
1797,282698,474,planes
1798,282698,474,drugs
1799,309912,474,Dickens
1800,299658,474,murder
1801,299658,474,jazz
1802,299658,474,court
1803,264464,474,crime
1804,96283,474,anime
1805,307901,474,nightclub
1806,307901,474,crime
1807,58777,474,Africa
1808,258068,474,Graham Greene
1809,59573,474,blindness
1810,279113,474,younger men
1811,286106,474,aliens
1812,86619,474,cross dressing
1813,51201,474,court
1814,51201,474,Agatha Christie
1815,51525,474,racism
1816,101452,474,time travel
1817,265666,474,new york
1818,211915,474,whimsical
1819,20697,474,singers
1820,20697,474,nightclub
1821,37515,474,In Netflix queue
1822,240772,474,heist
1823,35140,474,psychology
1824,256009,474,ghosts
1825,243133,474,Coen Brothers
1826,272152,474,psychiatrist
1827,272152,474,aliens
1828,67093,474,Tradition!
1829,67093,474,Judaism
1830,80549,474,Loretta Lynn
1831,240890,474,wedding
1832,91993,474,space
1833,91993,474,NASA
1834,86312,474,union
1835,86312,474,Nuclear disaster
1836,108473,474,remake
1837,33836,474,family
1838,102316,474,prodigies
1839,101465,474,In Netflix queue
1840,98546,474,television
1841,86619,474,Judaism
1842,279113,474,adultery
1843,285742,474,race
1844,245844,474,Dumas
1845,58888,474,In Netflix queue
1846,303353,474,movie business
1847,65234,474,In Netflix queue
1848,44744,474,Oscar Wilde
1849,265591,474,mental illness
1850,235327,474,Homeless
1851,258273,474,women
1852,258273,474,sisterhood
1853,252444,474,Australia
1854,181689,474,future
1855,90570,474,books
1856,56406,474,boxing
1857,247199,474,Judaism
1858,247199,474,anti-Semitism
1859,276751,474,Nick Hornby
1860,68326,474,blind
1861,145487,474,superhero
1862,157583,474,World War II
1863,38890,474,In Netflix queue
1864,264616,474,religion
1865,258000,474,crime
1866,81420,474,In Netflix queue
1867,282864,474,In Netflix queue
1868,81268,474,religion
1869,74174,474,baseball
1870,265343,474,India
1871,69281,474,In Netflix queue
1872,44391,474,movie business
1873,245844,474,revenge
1874,103129,474,Ghost
1875,162346,474,adolescence
1876,59573,474,race
1877,43961,474,Stephen Crane
1878,325980,474,swashbuckler
1879,165982,474,swashbuckler
1880,361715,474,In Netflix queue
1881,387131,474,Africa
1882,387131,474,business
1883,333780,474,politics
1884,387131,474,politics
1885,377107,474,mathematics
1886,404030,474,In Netflix queue
1887,436971,474,In Netflix queue
1888,399146,474,In Netflix queue
1889,380599,474,Dickens
1890,379725,474,Truman Capote
1891,312004,474,06 Oscar Nominated Best Movie - Animation
1892,312004,474,Aardman
1893,367089,474,divorce
1894,395972,474,courtroom drama
1895,48947,474,In Netflix queue
1896,29808,474,fugitive
1897,102456,474,In Netflix queue
1898,100211,474,Nazis
1899,395972,474,In Netflix queue
1900,433383,474,In Netflix queue
1901,433383,474,journalism
1902,433383,474,McCarthy hearings
1903,433383,474,Morrow
1904,365737,474,In Netflix queue
1905,414387,474,In Netflix queue
1906,330373,474,Magic
1907,361715,474,Animal movie
1908,330373,474,Wizards
1909,300015,474,Dodie Smith
1910,427312,474,Animal movie
1911,357110,474,fatherhood
1912,413845,474,business
1913,120472,474,FBI
1914,57413,474,Clousseau
1915,413845,474,money
1916,413845,474,scandal
1917,375679,474,racism
1918,40725,474,ballet
1919,41546,474,murder
1920,41546,474,multiple roles
1921,41546,474,family
1922,62467,474,blindness
1923,121766,474,space
1924,121766,474,space opera
1925,410097,474,hip hop
1926,60453,474,pregnancy
1927,90103,474,road trip
1928,305206,474,cancer
1929,58715,474,Bible
1930,39335,474,Othello
1931,314630,474,marriage
1932,412019,474,In Netflix queue
1933,318411,474,religion
1934,43362,474,In Netflix queue
1935,418773,474,pregnancy
1936,55256,474,Japan
1937,329575,474,horses
1938,301199,474,immigration
1939,322659,474,flood
1940,427312,474,bears
1941,43961,474,Civil War
1942,358273,474,Johnny Cash
1943,408306,474,In Netflix queue
1944,301727,474,birds
1945,311289,474,children
1946,310281,474,mockumentary
1947,300140,474,prostitution
1948,297144,474,Titanic
1949,280477,474,gangs
1950,311519,474,amnesia
1951,183649,474,crime
1952,42593,474,L.A.
1953,334416,474,Big Brothers
1954,316188,474,adolescence
1955,28597,474,screwball
1956,65054,474,prostitution
1957,96028,474,In Netflix queue
1958,178868,474,television
1959,99699,474,immigrants
1960,99776,474,World War II
1961,99776,474,Holocaust
1962,60182,474,lions
1963,60182,474,animal movie
1964,35417,474,In Netflix queue
1965,286499,474,soccer
1966,161860,474,World War II
1967,91374,474,England
1968,278731,474,mental illness
1969,324080,474,Stones of Summer
1970,324080,474,books
1971,53172,474,sexuality
1972,53172,474,Day and Hudson
1973,60390,474,Ray Bradbury
1974,363771,474,C.S. Lewis
1975,91396,474,lawyers
1976,342275,474,movies
1977,51878,474,In Netflix queue
1978,101410,474,movie business
1979,59711,474,Civil War
1980,61170,474,Tokyo
1981,395251,474,In Netflix queue
1982,433116,474,In Netflix queue
1983,56869,474,birds
1984,61170,474,Olympics
1985,50972,474,Ninotchka remake
1986,298228,474,Girl Power
1987,342172,474,child abuse
1988,317740,474,heist
1989,266543,474,fish
1990,266543,474,Disney
1991,304081,474,They Might Be Giants
1992,304081,474,In Netflix queue
1993,315327,474,religion
1994,281724,474,movies
1995,92067,474,anime
1996,308878,474,art
1997,301414,474,trains
1998,285861,474,gambling
1999,290145,474,teachers
2000,290334,474,Wolverine
2001,290334,474,superhero
2002,290334,474,Rogue
2003,290334,474,Magneto
2004,290334,474,Jean Grey
2005,334405,474,spelling bee
2006,342275,474,1970s
2007,98635,474,New York
2008,22879,474,Hemingway
2009,73341,474,India
2010,106977,474,based on a TV show
2011,106918,474,John Grisham
2012,106673,474,President
2013,109306,474,Oscar (Best Actress)
2014,109306,474,mental illness
2015,109279,474,horses
2016,110074,474,hula hoop
2017,106226,474,Edith Wharton
2018,111503,474,spies
2019,111257,474,bus
2020,110771,474,journalism
2021,107472,474,In Netflix queue
2022,107472,474,Holocaust
2023,110167,474,gambling
2024,111693,474,alcoholism
2025,109831,474,wedding
2026,107206,474,assassination
2027,108551,474,biopic
2028,105275,474,Australia
2029,110971,474,military
2030,107943,474,Housekeeper
2031,107943,474,Butler
2032,110939,474,show business
2033,110939,474,radio
2034,107207,474,Ireland
2035,107818,474,AIDs
2036,107614,474,divorce
2037,107614,474,cross dressing
2038,107616,474,Shakespeare
2039,107468,474,sexuality
2040,107468,474,Japan
2041,107290,474,Dinosaur
2042,107614,474,men in drag
2043,105275,474,racism
2044,109830,474,Vietnam
2045,109484,474,interracial romance
2046,110932,474,TV
2047,110729,474,In Netflix queue
2048,110638,474,twins
2049,110638,474,disability
2050,113870,474,prison
2051,113896,474,In Netflix queue
2052,108394,474,Death
2053,110527,474,Christmas
2054,110428,474,England
2055,113670,474,India
2056,113670,474,Girl Power
2057,113670,474,England
2058,110367,474,Louisa May Alcott
2059,113501,474,court
2060,110428,474,mental illness
2061,109830,474,shrimp
2062,111507,474,marriage
2063,111070,474,Christmas
2064,109446,474,John Grisham
2065,109444,474,Tom Clancy
2066,109045,474,remade
2067,109045,474,men in drag
2068,109045,474,cross dressing
2069,110598,474,Australia
2070,111282,474,time travel
2071,114924,474,coma
2072,108550,474,mental illness
2073,111280,474,Enterprise
2074,110081,474,In Netflix queue
2075,111161,474,wrongful imprisonment
2076,111161,474,Stephen King
2077,111161,474,prison
2078,114857,474,serial killer
2079,105275,474,violence
2080,108002,474,football
2081,108065,474,chess
2082,52357,474,falling
2083,54698,474,Capote
2084,43278,474,France
2085,45152,474,movie business
2086,32904,474,divorce
2087,117991,474,Shakespeare
2088,47396,474,voyeurism
2089,68646,474,Mafia
2090,116191,474,Jane Austen
2091,117438,474,kidnapping
2092,116313,474,adultery
2093,118073,474,based on a TV show
2094,117913,474,John Grisham
2095,116905,474,In Netflix queue
2096,117918,474,golf
2097,116629,474,aliens
2098,25316,474,Screwball
2099,25164,474,divorce
2100,31381,474,Civil War
2101,32138,474,Toto
2102,32138,474,Dorothy
2103,37059,474,1900s
2104,46250,474,royalty
2105,46250,474,Italy
2106,36855,474,Brooch
2107,47437,474,rich guy - poor girl
2108,33870,474,statue
2109,34583,474,start of a beautiful friendship
2110,56923,474,heist
2111,53291,474,men in drag
2112,53604,474,adultery
2113,53125,474,Mount Rushmore
2114,58385,474,George Bernard Shaw
2115,115571,474,aliens
2116,112691,474,Aardman
2117,117998,474,Disaster
2118,99348,474,American Indians
2119,103639,474,Disney
2120,99653,474,overrated
2121,99785,474,christmas
2122,114906,474,adolescence
2123,108515,474,politics
2124,99348,474,Native Americans
2125,107688,474,Halloween
2126,108174,474,beat poetry
2127,108160,474,Empire State Building
2128,108149,474,race
2129,108122,474,large cast
2130,108101,474,C.S. Lewis
2131,108071,474,In Netflix queue
2132,107688,474,Christmas
2133,96895,474,superhero
2134,102926,474,Hannibal Lector
2135,29583,474,Disney
2136,117500,474,Alcatraz
2137,112701,474,In Netflix queue
2138,118114,474,Aardman
2139,117979,474,Veterinarian
2140,117705,474,Bugs Bunny
2141,117128,474,spoof
2142,52572,474,India
2143,48473,474,India
2144,117060,474,based on a TV show
2145,115956,474,Gulf War
2146,113448,474,babies
2147,65421,474,Disney
2148,100405,474,prostitution
2149,32910,474,Disney
2150,101414,474,Disney
2151,110099,474,Einstein
