imdb_movie_Id,title,genres
243508,Pursuit of Happiness (2001),Comedy|Romance
330229,Dolls (2002),Drama|Romance
298148,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance
319262,Day After Tomorrow The (2004),Action|Adventure|Drama|Sci-Fi|Thriller
350028,Raising Helen (2004),Comedy|Drama|Romance
367085,Soul Plane (2004),Comedy
367790,Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),Drama
332375,Saved! (2004),Comedy|Drama
304141,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX
297284,Mindhunters (2004),Action|Crime|Horror|Mystery|Thriller
363226,Blind Swordsman: Zatoichi The (Zatôichi) (2003),Action|Comedy|Crime|Drama
296572,Chronicles of Riddick The (2004),Action|Sci-Fi|Thriller
356634,Garfield: The Movie (2004),Animation|Children|Comedy
327162,Stepford Wives The (2004),Comedy|Fantasy|Thriller
391225,Hunting of the President The (2004),Documentary
374900,Napoleon Dynamite (2004),Comedy
314431,Hope Springs (2003),Comedy|Romance
390521,Super Size Me (2004),Comedy|Documentary|Drama
204137,Animal Factory (2000),Crime|Drama
289944,Fear X (2003),Mystery|Thriller
327437,Around the World in 80 Days (2004),Adventure|Children|Comedy
364725,Dodgeball: A True Underdog Story (2004),Comedy
362227,Terminal The (2004),Comedy|Drama|Romance
377752,Dear Frankie (2004),Drama|Romance
381707,White Chicks (2004),Action|Comedy|Crime
348593,Door in the Floor The (2004),Drama
332280,Notebook The (2004),Drama|Romance
338512,Two Brothers (Deux frères) (2004),Adventure|Children|Drama
352277,De-Lovely (2004),Drama|Musical
243135,Happenstance (Battement d'ailes du papillon Le) (2001),Comedy|Drama
342213,Comandante (2003),Documentary
339840,Undead (2003),Action|Comedy|Horror|Sci-Fi
230512,Mayor of the Sunset Strip (2003),Documentary
250468,Killing Me Softly (2002),Drama|Mystery|Romance|Thriller
295721,Taxi 3 (2003),Action|Comedy
388473,Tokyo Godfathers (2003),Adventure|Animation|Drama
361596,Fahrenheit 9/11 (2004),Documentary
217788,Secret Society (2002),Comedy
316654,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX
381681,Before Sunset (2004),Drama|Romance
349683,King Arthur (2004),Action|Adventure|Drama|War
357413,Anchorman: The Legend of Ron Burgundy (2004),Comedy
356470,Cinderella Story A (2004),Comedy|Romance
343818,I Robot (2004),Action|Adventure|Sci-Fi|Thriller
390221,Maria Full of Grace (Maria Llena eres de gracia) (2004),Crime|Drama
372183,Bourne Supremacy The (2004),Action|Crime|Thriller
327554,Catwoman (2004),Action|Crime|Fantasy
359423,A Home at the End of the World (2004),Drama|Romance
243609,To End All Wars (2001),Action|Drama|War
346091,Unprecedented: The 2000 Presidential Election (2002),Documentary
368008,Manchurian Candidate The (2004),Thriller
167456,Thunderbirds (2004),Action|Adventure|Fantasy|Sci-Fi
368447,Village The (2004),Drama|Mystery|Thriller
333766,Garden State (2004),Comedy|Drama|Romance
275083,Musa the Warrior (Musa) (2001),Action|Adventure|Drama|War
369339,Collateral (2004),Action|Crime|Drama|Thriller
361841,Little Black Book (2004),Comedy|Romance
345061,Code 46 (2003),Romance|Sci-Fi
366551,Harold and Kumar Go to White Castle (2004),Adventure|Comedy
368933,Princess Diaries 2: Royal Engagement The (2004),Comedy|Romance
337960,Danny Deckchair (2003),Comedy|Romance
370263,AVP: Alien vs. Predator (2004),Action|Horror|Sci-Fi|Thriller
361309,We Don't Live Here Anymore (2004),Drama
364751,Without a Paddle (2004),Comedy
204313,Exorcist: The Beginning (2004),Horror|Thriller
366174,Anacondas: The Hunt for the Blood Orchid (2004),Adventure|Drama|Horror|Sci-Fi|Thriller
324127,Suspect Zero (2004),Crime|Thriller
374330,Warriors of Heaven and Earth (Tian di ying xiong) (2003),Action|Adventure|Drama
241025,Vanity Fair (2004),Drama|Romance
338325,Paparazzi (2004),Drama|Thriller
324554,Wicker Park (2004),Drama|Romance|Thriller
337921,Cellular (2004),Action|Crime|Drama|Mystery|Thriller
318627,Resident Evil: Apocalypse (2004),Action|Horror|Sci-Fi|Thriller
339412,Mr. 3000 (2004),Comedy|Drama
346156,Sky Captain and the World of Tomorrow (2004),Action|Adventure|Sci-Fi
360201,Wimbledon (2004),Comedy|Romance
361620,First Daughter (2004),Comedy|Romance
356618,Forgotten The (2004),Drama|Mystery|Sci-Fi|Thriller
318462,Motorcycle Diaries The (Diarios de motocicleta) (2004),Adventure|Drama
365748,Shaun of the Dead (2004),Comedy|Horror
307453,Shark Tale (2004),Animation|Children|Comedy
349710,Ladder 49 (2004),Action|Drama|Thriller
356721,I Heart Huckabees (2004),Comedy
361696,Raise Your Voice (2004),Romance
316732,Taxi (2004),Action|Comedy
390384,Primer (2004),Drama|Sci-Fi
368658,Stage Beauty (2004),Drama
358135,Shall We Dance? (2004),Comedy|Romance
372588,Team America: World Police (2004),Action|Adventure|Animation|Comedy
349416,Eulogy (2004),Comedy|Crime|Drama
380609,P.S. (2004),Comedy|Drama|Fantasy|Romance
390022,Friday Night Lights (2004),Action|Drama
390538,Tarnation (2003),Documentary
364343,Final Cut The (2004),Sci-Fi|Thriller
340012,Being Julia (2004),Comedy|Drama
252028,Surviving Christmas (2004),Comedy
391198,Grudge The (2004),Horror|Mystery|Thriller
375173,Alfie (2004),Comedy|Drama|Romance
375063,Sideways (2004),Comedy|Drama|Romance
361862,The Machinist (2004),Drama|Mystery|Thriller
383694,Vera Drake (2004),Drama
365183,Falling Angels (2003),Drama
396705,Lightning in a Bottle (2004),Documentary
360130,Undertow (2004),Crime|Drama|Thriller
387564,Saw (2004),Horror|Mystery|Thriller
350258,Ray (2004),Drama
337876,Birth (2004),Drama|Mystery
317705,Incredibles The (2004),Action|Adventure|Animation|Children|Comedy
274407,Callas Forever (2002),Drama
338348,Polar Express The (2004),Adventure|Animation|Children|Fantasy|IMAX
362269,Kinsey (2004),Drama
387575,Seed of Chucky (Child's Play 5) (2004),Comedy|Horror
367479,After the Sunset (2004),Action|Adventure|Comedy|Crime|Thriller
317198,Bridget Jones: The Edge of Reason (2004),Comedy|Drama|Romance
308644,Finding Neverland (2004),Drama
368891,National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller
275491,Bad Education (La mala educación) (2004),Drama|Thriller
345950,SpongeBob SquarePants Movie The (2004),Adventure|Animation|Children|Comedy
346491,Alexander (2004),Action|Adventure|Drama|War
388419,Christmas with the Kranks (2004),Children|Comedy
390299,Guerrilla: The Taking of Patty Hearst (2004),Documentary
376541,Closer (2004),Drama|Romance
327919,I Am David (2003),Drama
385004,House of Flying Daggers (Shi mian mai fu) (2004),Action|Drama|Romance
349903,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller
359013,Blade: Trinity (2004),Action|Fantasy|Horror|Thriller
403910,Bush's Brain (2004),Documentary
364517,Love Me If You Dare (Jeux d'enfants) (2003),Drama|Romance
391024,Control Room (2004),Documentary|War
120860,From Dusk Till Dawn 2: Texas Blood Money (1999) ,Comedy|Crime|Horror
164961,Dark Portals: The Chronicles of Vidocq  (Vidocq) (2001),Action|Crime|Fantasy
177858,In July (Im Juli) (2000),Comedy|Romance
183869,Taxi 2 (2000),Action|Comedy
206036,If These Walls Could Talk 2 (2000),Drama|Romance
207275,10th Kingdom The (2000),Adventure|Comedy|Fantasy
212712,2046 (2004),Drama|Fantasy|Romance|Sci-Fi
230025,Bartleby (2001),Comedy|Drama
233298,Batman Beyond: Return of the Joker (2000),Action|Animation|Crime|Sci-Fi|Thriller
235618,Nine Lives of Tomas Katz The (2000),Comedy|Drama|Fantasy
239655,Monday (2000),Action|Comedy|Crime|Fantasy|Thriller
239894,Paradise Lost 2: Revelations (2000),Documentary
250223,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002),Adventure|Comedy|Fantasy
250440,Daria: Is It Fall Yet? (2000),Animation|Comedy
250491,Late Night Shopping (2001),Comedy
250934,61* (2001),Drama
260991,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),Crime|Drama|Mystery|Thriller|War
265651,Ripley's Game (2002),Drama|Thriller
269389,Jalla! Jalla! (2000),Comedy|Drama|Romance
270688,Teknolust (2002),Comedy|Drama|Romance|Sci-Fi
271946,Accidental Spy The (Dak miu mai shing) (2001),Action|Comedy|Thriller
273517,Darkness (2002),Horror|Mystery
275230,Blood: The Last Vampire (2000),Action|Animation|Horror
276830,Blueberry (2004),Adventure|Western
283877,American Psycho II: All American Girl (2002),Comedy|Crime|Horror|Mystery|Thriller
284837,Ali G Indahouse (2002),Comedy
285005,Dead or Alive 2: Tôbôsha (2000),Action|Crime|Thriller
285492,Cube 2: Hypercube (2002),Horror|Mystery|Sci-Fi
286751,Pulse (Kairo) (2001),Horror|Mystery|Thriller
290661,Dog Days (Hundstage) (2001),Drama
293715,My Sassy Girl (Yeopgijeogin geunyeo) (2001),Comedy|Romance
298482,Nothing (2003),Comedy|Fantasy|Mystery|Sci-Fi
298504,Undertaking Betty (Plots with a View) (2002),Comedy|Romance
301167,Dead or Alive: Final (2002),Comedy|Crime|Drama|Sci-Fi|Thriller
302585,Fubar (2002),Comedy
304262,Happiness of the Katakuris The (Katakuri-ke no kôfuku) (2001),Comedy|Horror|Musical
308152,Dead End (2003),Comedy|Horror|Mystery|Thriller
310775,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),Crime|Drama
311361,Jesus Christ Vampire Hunter (2001),Action|Comedy|Horror|Musical
312843,Suicide Club (Jisatsu saakuru) (2001),Horror|Mystery|Thriller
314979,Battlestar Galactica (2003),Drama|Sci-Fi|War
318081,Sound of Thunder A (2005),Action|Adventure|Drama|Sci-Fi|Thriller
318403,Lion King 1½ The (2004),Adventure|Animation|Children|Comedy
320193,Oasis (2002),Drama|Romance
323807,Remember Me (Ricordati di me) (2003),Comedy|Drama|Romance
328832,Animatrix The (2003),Action|Animation|Drama|Sci-Fi
330099,Brown Bunny The (2003),Drama
330500,Ju-on: The Curse (2000),Horror
331811,11:14 (2003),Comedy|Crime|Drama|Mystery|Thriller
334541,Tremors 4: The Legend Begins (2004),Action|Comedy|Horror|Sci-Fi|Thriller|Western
334965,Bring It On Again (2004),Comedy
337103,Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse Les) (2004),Action|Crime|Thriller
337824,And Starring Pancho Villa as Himself (2003),Action|Comedy|Drama|War
337930,Nicotina (2003),Action|Comedy|Drama
338763,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003),Action|Drama|Thriller|War
339135,In Hell (2003),Action|Drama|Thriller
339291,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy
340477,Helen of Troy (2003),Action|Adventure|Drama|Romance
342492,Green Butchers The (Grønne slagtere De) (2003),Comedy|Crime|Drama|Romance
344510,Very Long Engagement A (Un long dimanche de fiançailles) (2004),Drama|Mystery|Romance|War
345549,Last Life in the Universe (Ruang rak noi nid mahasan) (2003),Drama|Romance
347246,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004),Action|Animation|Drama|Sci-Fi|Thriller
347618,Cat Returns The (Neko no ongaeshi) (2002),Adventure|Animation|Children|Fantasy
351817,Twilight Samurai The (Tasogare Seibei) (2002),Drama|Romance
352343,Facing Windows (Finestra di fronte La) (2003),Drama|Romance
353489,Ginger Snaps: Unleashed (2004),Horror|Thriller
355987,'Salem's Lot (2004),Drama|Horror|Mystery|Thriller
361462,Comic Book: The Movie (2004),Comedy
363532,Intimate Strangers (Confidences trop intimes) (2004),Drama
363579,Down to the Bone (2004),Drama
364385,Ju-on: The Grudge (2002),Horror
364569,Old Boy (2003),Mystery|Thriller
365190,Red Lights (Feux rouges) (2004),Drama
365265,Ginger Snaps Back: The Beginning (2004),Fantasy|Horror
366292,One Missed Call (Chakushin ari) (2003),Horror|Mystery
366627,Jacket The (2005),Drama|Mystery|Sci-Fi|Thriller
366777,Millions (2004),Children|Comedy|Crime|Drama|Fantasy
367093,Starship Troopers 2: Hero of the Federation (2004),Action|Horror|Sci-Fi|War
368909,Ong-Bak: The Thai Warrior (Ong Bak) (2003),Action|Thriller
369060,Infernal Affairs 2 (Mou gaan dou II) (2003),Action|Crime|Drama|Thriller
369702,Sea Inside The (Mar adentro) (2004),Drama
371246,Spanglish (2004),Comedy|Drama|Romance
372824,Chorus The (Choristes Les) (2004),Drama
373283,Saints and Soldiers (2003),Action|Adventure|Drama|War
373861,Story of the Weeping Camel The (Geschichte vom weinenden Kamel Die) (2003),Documentary|Drama
373926,Interpreter The (2005),Drama|Thriller
374102,Open Water (2003),Drama|Thriller
374277,Touch of Pink (2004),Comedy|Drama|Romance
375073,Slasher (2004),Documentary
375104,Bobby Jones Stroke of Genius (2004),Drama
375912,Layer Cake (2004),Crime|Drama|Thriller
376968,Return The (Vozvrashcheniye) (2003),Drama
377062,Flight of the Phoenix (2004),Action|Adventure
377091,Mean Creek (2004),Drama|Thriller
377109,Ring Two The (2005),Drama|Horror|Mystery|Thriller
379225,Corporation The (2003),Documentary
379593,Yes Men The (2003),Documentary
384819,Azumi (2003),Action|Adventure|Drama|Thriller
385017,In My Father's Den (2004),Drama
386064,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),Action|Drama|War
387412,Metallica: Some Kind of Monster (2004),Documentary
388789,Born into Brothels (2004),Documentary
388888,DiG! (2004),Documentary
389326,Riding Giants (2004),Documentary
399877,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004),Comedy|Documentary|Drama
405296,Scanner Darkly A (2006),Animation|Drama|Mystery|Sci-Fi|Thriller
405821,Casshern (2004),Action|Drama|Fantasy|Sci-Fi
418038,Outfoxed: Rupert Murdoch's War on Journalism (2004),Documentary
405159,Million Dollar Baby (2004),Drama
361668,Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003),Comedy|Crime|Drama|Horror|Mystery
395169,Hotel Rwanda (2004),Drama|War
367594,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX
423866,3-Iron (Bin-jip) (2004),Drama|Romance
362270,Life Aquatic with Steve Zissou The (2004),Adventure|Comedy|Fantasy
338751,Aviator The (2004),Drama
293508,Phantom of the Opera The (2004),Drama|Musical|Romance
363473,Beyond the Sea (2004),Drama|Musical
361127,Woodsman The (2004),Drama
385267,In Good Company (2004),Comedy|Drama
290002,Meet the Fockers (2004),Comedy
364961,Assassination of Richard Nixon The (2004),Crime|Drama|Thriller
369672,Love Song for Bobby Long A (2004),Drama
379889,Merchant of Venice The (2004),Drama
396592,Fat Albert (2004),Comedy|Fantasy
345032,Keys to the House The (Chiavi di casa Le) (2004),Drama
390123,In the Realms of the Unreal (2004),Animation|Documentary
375210,White Noise (2005),Drama|Horror|Mystery|Sci-Fi|Thriller
365885,Upside of Anger The (2005),Comedy|Drama|Romance
326208,Stander (2003),Action|Crime|Drama
373024,Imaginary Heroes (2004),Comedy|Drama
310203,Ruby & Quentin (Tais-toi!) (2003),Comedy|Crime
352520,Life and Death of Peter Sellers The (2004),Comedy|Drama
401233,Appleseed (Appurushîdo) (2004),Action|Animation|Fantasy|Sci-Fi
357277,Elektra (2005),Action|Adventure|Crime|Drama
376105,Racing Stripes (2005),Children|Comedy
393162,Coach Carter (2005),Drama
353969,Memories of Murder (Salinui chueok) (2003),Crime|Drama|Mystery|Thriller
363163,Downfall (Untergang Der) (2004),Drama|War
398712,Assault on Precinct 13 (2005),Action|Crime|Drama|Thriller
368578,Are We There Yet? (2005),Children|Comedy
369226,Alone in the Dark (2005),Action|Horror|Sci-Fi|Thriller
382077,Hide and Seek (2005),Horror|Mystery|Thriller
357507,Boogeyman (2005),Drama|Horror|Mystery|Thriller
372532,Wedding Date The (2005),Comedy|Romance
417791,Rory O'Shea Was Here (Inside I'm Dancing) (2004),Drama
408664,Nobody Knows (Dare mo shiranai) (2004),Drama
362590,Employee of the Month (2004),Comedy|Drama
363290,Purple Butterfly (Zi hudie) (2003),Drama
347149,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance
348121,Steamboy (Suchîmubôi) (2004),Action|Animation|Drama|Sci-Fi
386588,Hitch (2005),Comedy|Romance
327210,Uncle Nino (2003),Comedy
361411,Bride & Prejudice (2004),Comedy|Musical|Romance
360486,Constantine (2005),Action|Fantasy|Horror|Thriller
362165,Son of the Mask (2005),Adventure|Children|Comedy|Fantasy
317132,Because of Winn-Dixie (2005),Children|Comedy|Drama
424227,Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004),Drama|War
403358,Night Watch (Nochnoy dozor) (2004),Action|Fantasy|Horror|Mystery|Sci-Fi|Thriller
331933,Man of the House (2005),Action|Comedy
373074,Kung Fu Hustle (Gong fu) (2004),Action|Comedy
288330,Zelary (2003),Drama|Romance
373981,Control (Kontroll) (2003),Comedy|Crime|Drama|Mystery
422093,Tyler Perry's Diary of a Mad Black Woman (2005),Comedy|Drama|Romance
257516,Cursed (2005),Horror|Thriller
395699,Pacifier The (2005),Action|Comedy
377471,Be Cool (2005),Comedy|Crime|Musical
424129,Gunner Palace (2004),Documentary|War
340163,Hostage (2005),Action|Crime|Drama|Thriller
358082,Robots (2005),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX
377713,Cube Zero (2004),Horror|Mystery|Sci-Fi|Thriller
345853,Stealing Rembrandt (Rembrandt) (2003),Action|Comedy|Crime
396652,Ice Princess (2005),Children|Comedy|Drama
378947,Melinda and Melinda (2004),Comedy|Drama
347540,Milk and Honey (2003),Drama
385307,Miss Congeniality 2: Armed and Fabulous (2005),Adventure|Comedy|Crime
372237,Guess Who (2005),Comedy|Romance
367631,D.E.B.S. (2004),Action|Comedy
430289,League of Ordinary Gentlemen A (2004),Documentary
374639,Incident at Loch Ness (2004),Adventure|Comedy|Documentary
292886,800 Bullets (800 Balas) (2002),Comedy|Crime|Drama|Western
424565,Wild Parrots of Telegraph Hill The (2003),Documentary
357110,Ballad of Jack and Rose The (2005),Drama
401792,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller
388500,Beauty Shop (2005),Comedy
318649,Sahara (2005),Action|Adventure|Comedy
332047,Fever Pitch (2005),Comedy|Romance
377059,Eros (2004),Drama
356999,Not on the Lips (Pas sur la bouche) (2003),Comedy|Musical|Romance
274155,Tanguy (2001),Comedy
376717,National Lampoon's Lady Killers (National Lampoon's Gold Diggers) (2003),Comedy
235712,Ringu 0: Bâsudei (2000),Drama|Horror|Thriller
386342,Brothers (Brødre) (2004),Drama
319970,Carrie (2002),Drama|Horror|Thriller
371724,Hitchhiker's Guide to the Galaxy The (2005),Adventure|Comedy|Sci-Fi
384806,Amityville Horror The (2005),Horror|Thriller
277909,Mutant Aliens (2001),Animation|Comedy|Sci-Fi
384369,Before the Fall (NaPolA - Elite für den Führer) (2004),Drama|War
403537,State Property 2 (2005),Action|Crime|Drama
362004,Palindromes (2004),Adventure|Comedy|Drama
391304,Lot Like Love A (2005),Comedy|Drama|Romance
388183,King's Ransom (2005),Comedy|Crime
413845,Enron: The Smartest Guys in the Room (2005),Documentary
329774,xXx: State of the Union (2005),Action|Crime|Thriller
320661,Kingdom of Heaven (2005),Action|Drama|Romance|War
397065,House of Wax (2005),Horror|Thriller
375679,Crash (2004),Crime|Drama
370986,Mysterious Skin (2004),Drama|Mystery
387892,Common Thread A (a.k.a. Sequins) (Brodeuses) (2004),Drama|Romance
342272,Dear Wendy (2005),Drama
379357,Los Angeles Plays Itself (2003),Documentary
342258,Unleashed (Danny the Dog) (2005),Action|Crime|Drama|Thriller
121766,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi
384642,Kicking & Screaming (2005),Comedy
369735,Monster-in-Law (2005),Comedy|Romance
337721,Snow Walker The (2003),Adventure|Drama
351283,Madagascar (2005),Adventure|Animation|Children|Comedy
438205,Mad Hot Ballroom (2005),Children|Documentary
449086,Dominion: Prequel to the Exorcist (2005),Horror|Thriller
398165,Longest Yard The (2005),Comedy|Drama
384504,Saving Face (2004),Comedy|Drama|Romance
352248,Cinderella Man (2005),Drama|Romance
403508,Sisterhood of the Traveling Pants The (2005),Adventure|Comedy|Drama
355702,Lords of Dogtown (2005),Action|Comedy|Drama
436727,Rock School (2005),Documentary
356910,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance
424774,Adventures of Sharkboy and Lavagirl 3-D The (2005),Action|Adventure|Children|Fantasy
338095,High Tension (Haute tension) (Switchblade Romance) (2003),Horror|Thriller
388139,It's All Gone Pete Tong (2004),Comedy|Drama|Musical
372784,Batman Begins (2005),Action|Crime|IMAX
399102,Godzilla: Final Wars (Gojira: Fainaru uôzu) (2004),Action|Adventure|Fantasy|Sci-Fi
380623,Perfect Man The (2005),Comedy|Drama|Romance
384488,Saint Ralph (2004),Comedy|Drama
400497,Herbie: Fully Loaded (2005),Adventure|Comedy|Romance
418819,Land of the Dead (2005),Action|Horror|Thriller
374536,Bewitched (2005),Comedy|Fantasy|Romance
436724,Rize (2005),Documentary
415978,Me and You and Everyone We Know (2005),Comedy|Drama
395125,Perfect Crime The (Crimen Ferpecto) (Ferpect Crime) (2004),Comedy|Crime|Thriller
420251,3 Extremes (Three... Extremes) (Saam gaang yi) (2004),Horror
408777,Edukators The (Die Fetten Jahre sind vorbei) (2004),Comedy|Crime|Drama|Romance
407304,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller
428803,March of the Penguins (Marche de l'empereur La) (2005),Documentary
376108,Rebound (2005),Comedy
382628,Dark Water (2005),Drama|Horror|Thriller
411270,Beat That My Heart Skipped The (battre mon coeur s'est arrêté De) (2005),Drama
120667,Fantastic Four (2005),Action|Adventure|Sci-Fi
436613,Murderball (2005),Documentary
396269,Wedding Crashers (2005),Comedy|Romance
361693,Happy Endings (2005),Comedy|Drama
410097,Hustle & Flow (2005),Crime|Drama
330111,Calcium Kid The (2004),Comedy
399201,Island The (2005),Action|Sci-Fi|Thriller
408524,Bad News Bears (2005),Children|Comedy
395584,Devil's Rejects The (2005),Action|Crime|Horror
403217,Last Days (2005),Drama
368089,November (2004),Drama|Mystery
405325,Sky High (2005),Action|Adventure|Children|Comedy
382992,Stealth (2005),Action|Adventure|Sci-Fi|Thriller
417001,Must Love Dogs (2005),Comedy|Romance
436078,Aristocrats The (2005),Comedy|Documentary
193364,Order The (2001),Action|Adventure|Drama|Thriller
379786,Serenity (2005),Action|Adventure|Sci-Fi
412019,Broken Flowers (2005),Comedy|Drama
377818,Dukes of Hazzard The (2005),Action|Adventure|Comedy
406650,The Chumscrubber (2005),Comedy|Drama
418773,Junebug (2005),Comedy|Drama
367652,Deuce Bigalow: European Gigolo (2005),Comedy
397101,Skeleton Key The (2005),Drama|Horror|Mystery|Thriller
430105,Four Brothers (2005),Action|Crime|Drama
326905,The Great Raid (2005),Action|Drama|War
381505,Pretty Persuasion (2005),Comedy|Drama
427312,Grizzly Man (2005),Documentary
396184,Pusher II: With Blood on My Hands (2004),Action|Crime|Drama|Thriller
361715,Duma (2005),Adventure|Drama
405422,40-Year-Old Virgin The (2005),Comedy|Romance
421239,Red Eye (2005),Horror|Thriller
387898,Hidden (a.k.a. Cache) (Caché) (2005),Drama|Mystery|Thriller
361089,Valiant (2005),Adventure|Animation|Children|Comedy|Fantasy|War
355295,Brothers Grimm The (2005),Comedy|Fantasy|Horror|Thriller
401244,Baxter The (2005),Comedy|Drama|Romance
402901,Cave The (2005),Action|Adventure|Horror|Mystery|Sci-Fi|Thriller
387131,Constant Gardener The (2005),Drama|Thriller
388482,Transporter 2 (2005),Action|Crime|Thriller
425123,Just Like Heaven (2005),Comedy|Fantasy|Romance
377107,Proof (2005),Drama
399295,Lord of War (2005),Action|Crime|Drama|Thriller|War
384286,Cry_Wolf (a.k.a. Cry Wolf) (2005),Drama|Horror|Mystery|Thriller
404030,Everything Is Illuminated (2005),Comedy|Drama
318761,Thumbsucker (2005),Comedy|Drama
385690,Family Guy Presents Stewie Griffin: The Untold Story (2005),Adventure|Animation|Comedy
386005,New Police Story (Xin jing cha gu shi) (2004),Action|Crime|Drama
436971,Why We Fight (2005),Documentary
419706,Doom (2005),Action|Horror|Sci-Fi
421054,Domino (2005),Crime|Drama|Thriller
348333,Waiting... (2005),Comedy
402022,Aeon Flux (2005),Action|Sci-Fi
350261,Unfinished Life An (2005),Drama
399327,Man The (2005),Action|Comedy|Crime
430651,Survive Style 5+ (2004),Fantasy|Mystery|Romance|Thriller
404032,Exorcism of Emily Rose The (2005),Crime|Drama|Horror|Thriller
408790,Flightplan (2005),Action|Drama|Thriller
121164,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance
385002,Green Street Hooligans (a.k.a. Hooligans) (2005),Crime|Drama
399146,History of Violence A (2005),Action|Crime|Drama|Thriller
380599,Oliver Twist (2005),Drama
388980,Greatest Game Ever Played The (2005),Drama
379725,Capote (2005),Crime|Drama
385700,Final Fantasy VII: Advent Children (2004),Action|Adventure|Animation|Fantasy|Sci-Fi
403455,Roll Bounce (2005),Comedy|Drama|Romance
378109,Into the Blue (2005),Action|Adventure|Crime|Thriller
366780,MirrorMask (2005),Adventure|Children|Drama|Fantasy
312004,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy
373469,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
456912,Bittersweet Life A (Dalkomhan insaeng) (2005),Action|Crime|Drama
424024,Darwin's Nightmare (2004),Documentary
402057,Beowulf & Grendel (2005),Action|Adventure|Drama|Fantasy
367555,No Direction Home: Bob Dylan (2005),Documentary
380389,Goal! The Dream Begins (Goal!) (2005),Drama
388125,In Her Shoes (2005),Comedy|Drama
367089,Squid and the Whale The (2005),Comedy|Drama
417217,Two for the Money (2005),Drama
388795,Brokeback Mountain (2005),Drama|Romance
368709,Elizabethtown (2005),Comedy|Drama|Romance
395972,North Country (2005),Drama
433383,Good Night and Good Luck. (2005),Crime|Drama
418647,Dreamer: Inspired by a True Story (2005),Children|Drama
421238,Proposition The (2005),Crime|Drama|Western
432291,Fog The (2005),Action|Horror|Mystery|Thriller
338427,Shopgirl (2005),Comedy|Drama|Romance
371257,Stay (2005),Thriller
386140,Legend of Zorro The (2005),Action|Adventure|Drama|Western
384680,Weather Man The (2005),Comedy|Drama
432348,Saw II (2005),Horror|Thriller
387514,Prime (2005),Comedy|Drama|Romance
330702,Don't Move (Non ti muovere) (2004),Drama
436058,American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),Comedy
425661,Great Yokai War The (Yôkai daisensô) (2005),Adventure|Comedy|Fantasy|Horror
342735,Manderlay (2005),Drama
365686,Revolver (2005),Crime|Drama|Thriller
418763,Jarhead (2005),Action|Drama|War
371606,Chicken Little (2005),Action|Adventure|Animation|Children|Comedy|Sci-Fi
419677,Dead Man's Shoes (2004),Crime|Thriller
424205,Joyeux Noël (Merry Christmas) (2005),Drama|War
433400,Just Friends (2005),Comedy|Romance
365737,Syriana (2005),Drama|Thriller
328132,One-Way Ticket to Mombasa (Menolippu Mombasaan) (2002),Comedy|Drama
398017,Derailed (2005),Drama|Thriller
381966,Creep (2004),Horror|Thriller
414387,Pride & Prejudice (2005),Drama|Romance
105946,Babylon 5,Sci-Fi
416315,Wolf Creek (2005),Crime|Horror|Thriller
435625,Descent The (2005),Adventure|Drama|Horror|Thriller
330373,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX
358273,Walk the Line (2005),Drama|Musical|Romance
294870,Rent (2005),Drama|Musical|Romance
406375,Zathura (2005),Action|Adventure|Children|Fantasy
401085,C.R.A.Z.Y. (2005),Drama
422528,Sarah Silverman: Jesus Is Magic (2005),Comedy|Musical
